26.03.2021 13:45:34

TIME STEP: 64 = 1s
VOLTAGE RANGE:
CH1= 15V
CH2= 15V
CH3= 15V
CH4= 30V
CH5= 30V
CH6= 30V
CH7= 30V
CH8= 30V

   N     CH1     CH2     CH3     CH4     CH5     CH6     CH7     CH8

 372    14,9    11,7     6,1     1,3     0,1     3,3     8,9    13,6
 373    14,8    11,6     5,9     1,2     0,1     3,4     9,1    13,8
 374    14,8    11,5     5,8     1,1     0,1     3,5     9,2    13,9
 375    14,8    11,4     5,6     1,1     0,2     3,6     9,3    13,9
 376    14,7    11,2     5,5     0,9     0,2     3,8     9,4    14,0
 377    14,7    11,1     5,4     0,8     0,2     3,9     9,6    14,1
 378    14,6    10,9     5,2     0,8     0,4     4,0     9,8    14,1
 379    14,6    10,8     5,1     0,7     0,4     4,1     9,9    14,2
 380    14,5    10,7     4,9     0,7     0,4     4,2    10,0    14,2
 381    14,5    10,5     4,8     0,6     0,5     4,5    10,1    14,4
 382    14,5    10,4     4,6     0,6     0,5     4,6    10,4    14,4
 383    14,4    10,3     4,5     0,5     0,6     4,7    10,5    14,5
 384    14,4    10,1     4,4     0,5     0,6     4,8    10,6    14,5
 385    14,3    10,0     4,2     0,4     0,7     4,9    10,7    14,6
 386    14,2     9,9     4,1     0,4     0,7     5,1    10,8    14,6
 387    14,1     9,7     4,0     0,4     0,8     5,3    10,9    14,7
 388    14,1     9,6     3,9     0,2     0,9     5,4    11,1    14,7
 389    14,0     9,4     3,8     0,2     0,9     5,5    11,3    14,7
 390    13,9     9,3     3,6     0,2     1,1     5,6    11,4    14,8
 391    13,8     9,2     3,5     0,1     1,1     5,8    11,5    14,8
 392    13,8     9,0     3,4     0,1     1,2     6,0    11,6    14,8
 393    13,7     8,9     3,2     0,1     1,3     6,1    11,8    14,8
 394    13,6     8,7     3,1     0,1     1,4     6,2    11,9    14,9
 395    13,5     8,6     3,0     0,0     1,4     6,4    12,0    14,9
 396    13,4     8,4     2,9     0,0     1,5     6,6    12,1    14,9
 397    13,4     8,3     2,8     0,0     1,6     6,7    12,2    14,9
 398    13,2     8,1     2,6     0,0     1,8     6,8    12,4    14,9
 399    13,1     8,0     2,5     0,0     1,8     6,9    12,5    14,9
 400    13,1     7,8     2,4     0,0     1,9     7,2    12,6    14,9
 401    12,9     7,7     2,3     0,0     2,0     7,3    12,7    14,9
 402    12,8     7,5     2,2     0,0     2,1     7,4    12,7    14,9
 403    12,7     7,4     2,1     0,0     2,2     7,5    12,8    14,9
 404    12,6     7,2     2,0     0,0     2,4     7,8    12,9    14,9
 405    12,5     7,1     1,9     0,0     2,5     7,9    13,1    14,9
 406    12,4     6,9     1,8     0,0     2,6     8,0    13,2    14,9
 407    12,3     6,8     1,7     0,0     2,7     8,1    13,3    14,9
 408    12,2     6,6     1,6     0,0     2,8     8,4    13,4    14,9
 409    12,1     6,5     1,5     0,0     2,9     8,5    13,4    14,9
 410    11,9     6,4     1,5     0,0     3,1     8,6    13,5    14,9
 411    11,8     6,2     1,4     0,1     3,2     8,7    13,6    14,9
 412    11,7     6,1     1,3     0,1     3,3     8,9    13,8    14,8
 413    11,6     5,9     1,2     0,1     3,4     9,1    13,8    14,8
 414    11,5     5,8     1,1     0,1     3,5     9,2    13,9    14,8
 415    11,4     5,6     1,1     0,2     3,6     9,3    14,0    14,8
 416    11,2     5,5     0,9     0,2     3,8     9,5    14,0    14,7
 417    11,1     5,4     0,9     0,2     3,9     9,6    14,1    14,7
 418    10,9     5,2     0,8     0,4     4,0     9,8    14,1    14,6
 419    10,8     5,1     0,8     0,4     4,1     9,9    14,2    14,6
 420    10,7     4,9     0,7     0,4     4,2    10,0    14,2    14,6
 421    10,5     4,8     0,6     0,5     4,5    10,2    14,4    14,5
 422    10,4     4,6     0,6     0,5     4,6    10,4    14,4    14,5
 423    10,3     4,5     0,5     0,6     4,7    10,5    14,5    14,4
 424    10,1     4,4     0,5     0,6     4,8    10,6    14,5    14,4
 425    10,0     4,2     0,4     0,7     4,9    10,7    14,6    14,2
 426     9,9     4,1     0,4     0,7     5,1    10,8    14,6    14,2
 427     9,7     4,0     0,3     0,8     5,3    10,9    14,7    14,1
 428     9,6     3,9     0,3     0,9     5,4    11,1    14,7    14,1
 429     9,4     3,7     0,2     0,9     5,5    11,3    14,7    14,0
 430     9,3     3,6     0,2     1,1     5,6    11,4    14,8    13,9
 431     9,1     3,5     0,2     1,2     5,8    11,5    14,8    13,9
 432     9,0     3,4     0,1     1,2     6,0    11,6    14,8    13,8
 433     8,9     3,2     0,1     1,3     6,1    11,8    14,8    13,6
 434     8,7     3,1     0,1     1,4     6,2    11,9    14,9    13,6
 435     8,6     3,0     0,1     1,4     6,4    12,0    14,9    13,5
 436     8,4     2,9     0,1     1,5     6,6    12,1    14,9    13,4
 437     8,3     2,8     0,0     1,6     6,7    12,2    14,9    13,3
 438     8,1     2,6     0,0     1,8     6,8    12,4    14,9    13,2
 439     8,0     2,5     0,0     1,9     6,9    12,5    14,9    13,2
 440     7,8     2,4     0,0     1,9     7,2    12,6    14,9    13,1
 441     7,7     2,3     0,0     2,0     7,3    12,7    14,9    12,9
 442     7,5     2,2     0,0     2,1     7,4    12,8    15,1    12,8
 443     7,4     2,1     0,0     2,2     7,5    12,8    14,9    12,7
 444     7,2     2,0     0,0     2,4     7,8    12,9    14,9    12,6
 445     7,1     1,9     0,0     2,5     7,9    13,1    14,9    12,5
 446     6,9     1,8     0,0     2,6     8,0    13,2    14,9    12,4
 447     6,8     1,7     0,0     2,7     8,1    13,3    14,9    12,2
 448     6,6     1,6     0,0     2,8     8,4    13,4    14,9    12,1
 449     6,5     1,5     0,1     2,9     8,5    13,4    14,9    12,0
 450     6,4     1,4     0,1     3,1     8,6    13,5    14,9    11,9
 451     6,2     1,4     0,1     3,2     8,7    13,6    14,9    11,8
 452     6,1     1,3     0,1     3,3     8,9    13,8    14,8    11,6
 453     5,9     1,2     0,1     3,4     9,1    13,8    14,8    11,5
 454     5,8     1,1     0,2     3,5     9,2    13,9    14,8    11,4
 455     5,6     1,1     0,2     3,6     9,3    14,0    14,8    11,3
 456     5,5     0,9     0,2     3,8     9,5    14,0    14,7    11,2
 457     5,4     0,9     0,3     3,9     9,6    14,1    14,7    11,1
 458     5,2     0,8     0,4     4,0     9,8    14,1    14,6    10,9
 459     5,1     0,8     0,4     4,1     9,9    14,2    14,6    10,8
 460     4,9     0,7     0,4     4,4    10,0    14,2    14,6    10,7
 461     4,8     0,6     0,5     4,5    10,2    14,4    14,5    10,5
 462     4,6     0,6     0,5     4,6    10,4    14,5    14,5    10,4
 463     4,5     0,5     0,6     4,7    10,5    14,5    14,4    10,2
 464     4,4     0,5     0,6     4,8    10,6    14,5    14,4    10,1
 465     4,2     0,4     0,7     4,9    10,7    14,6    14,2    10,0
 466     4,1     0,4     0,8     5,2    10,8    14,6    14,2     9,9
 467     4,0     0,3     0,8     5,3    10,9    14,7    14,1     9,6
 468     3,9     0,3     0,9     5,4    11,2    14,7    14,0     9,5
 469     3,7     0,2     1,0     5,5    11,3    14,7    14,0     9,4
 470     3,6     0,2     1,1     5,6    11,4    14,8    13,9     9,3
 471     3,5     0,2     1,1     5,9    11,5    14,8    13,9     9,2
 472     3,4     0,1     1,2     6,0    11,6    14,8    13,8     8,9
 473     3,2     0,1     1,3     6,1    11,8    14,8    13,6     8,8
 474     3,1     0,1     1,4     6,2    11,9    14,9    13,5     8,7
 475     3,0     0,1     1,5     6,5    12,0    14,9    13,5     8,6
 476     2,9     0,1     1,6     6,6    12,1    14,9    13,4     8,4
 477     2,8     0,0     1,6     6,7    12,2    14,9    13,3     8,2
 478     2,6     0,0     1,8     6,8    12,4    14,9    13,2     8,1
 479     2,5     0,0     1,8     7,1    12,5    14,9    13,2     8,0
 480     2,4     0,0     1,9     7,2    12,6    14,9    13,1     7,8
 481     2,3     0,0     2,1     7,3    12,7    14,9    12,9     7,6
 482     2,2     0,0     2,2     7,4    12,8    14,9    12,8     7,5
 483     2,1     0,0     2,2     7,6    12,8    14,9    12,7     7,4
 484     2,0     0,0     2,4     7,8    12,9    14,9    12,6     7,2
 485     1,9     0,0     2,5     7,9    13,1    14,9    12,5     7,1
 486     1,8     0,0     2,6     8,0    13,2    14,9    12,4     6,9
 487     1,7     0,0     2,7     8,2    13,3    14,9    12,2     6,8
 488     1,6     0,0     2,8     8,4    13,4    14,9    12,1     6,6
 489     1,5     0,1     2,9     8,5    13,4    14,9    12,0     6,5
 490     1,4     0,1     3,1     8,6    13,5    14,9    11,9     6,4
 491     1,4     0,1     3,2     8,8    13,6    14,9    11,8     6,2
 492     1,2     0,1     3,3     8,9    13,8    14,8    11,6     6,0
 493     1,2     0,1     3,4     9,1    13,8    14,8    11,5     5,9
 494     1,1     0,2     3,5     9,2    13,9    14,8    11,4     5,8
 495     1,0     0,2     3,6     9,3    14,0    14,7    11,3     5,6
 496     0,9     0,2     3,8     9,5    14,0    14,7    11,2     5,4
 497     0,9     0,3     3,9     9,6    14,1    14,7    11,1     5,3
 498     0,8     0,4     4,1     9,8    14,1    14,6    10,9     5,2
 499     0,8     0,4     4,2     9,9    14,2    14,6    10,8     5,1
 500     0,7     0,4     4,3    10,0    14,4    14,6    10,7     4,9
 501     0,6     0,5     4,5    10,2    14,4    14,5    10,5     4,7
 502     0,6     0,5     4,6    10,4    14,5    14,5    10,4     4,6
 503     0,5     0,6     4,7    10,5    14,5    14,4    10,2     4,5
 504     0,5     0,6     4,9    10,6    14,5    14,4    10,1     4,4
 505     0,4     0,7     5,0    10,7    14,6    14,2    10,0     4,2
 506     0,4     0,8     5,1    10,8    14,6    14,2     9,9     4,1
 507     0,3     0,8     5,3    10,9    14,7    14,1     9,6     4,0
 508     0,3     0,9     5,4    11,2    14,7    14,0     9,5     3,9
 509     0,2     1,0     5,6    11,3    14,7    14,0     9,4     3,6
 510     0,2     1,1     5,7    11,4    14,8    13,9     9,3     3,5
 511     0,2     1,2     5,8    11,5    14,8    13,9     9,1     3,4
 512     0,1     1,2     6,0    11,6    14,8    13,8     8,9     3,3
 513     0,1     1,3     6,1    11,8    14,8    13,6     8,8     3,2
 514     0,1     1,4     6,3    11,9    14,9    13,5     8,7     3,1
 515     0,1     1,5     6,4    12,0    14,9    13,5     8,6     2,9
 516     0,1     1,6     6,6    12,1    14,9    13,4     8,4     2,8
 517     0,0     1,6     6,7    12,2    14,9    13,3     8,2     2,7
 518     0,0     1,8     6,9    12,4    14,9    13,2     8,1     2,6
 519     0,0     1,9     7,0    12,5    14,9    13,2     8,0     2,5
 520     0,0     1,9     7,2    12,6    14,9    13,1     7,8     2,4
 521     0,0     2,1     7,3    12,7    14,9    12,9     7,6     2,2
 522     0,0     2,2     7,5    12,8    15,1    12,8     7,5     2,2
 523     0,0     2,2     7,6    12,9    14,9    12,7     7,4     2,1
 524     0,0     2,4     7,8    12,9    14,9    12,6     7,2     2,0
 525     0,0     2,5     7,9    13,1    14,9    12,5     7,1     1,9
 526     0,0     2,6     8,1    13,2    14,9    12,4     6,9     1,8
 527     0,0     2,7     8,2    13,3    14,9    12,2     6,7     1,6
 528     0,0     2,8     8,4    13,4    14,9    12,1     6,6     1,5
 529     0,1     2,9     8,5    13,4    14,9    12,0     6,5     1,5
 530     0,1     3,1     8,6    13,5    14,9    11,9     6,4     1,4
 531     0,1     3,2     8,8    13,6    14,9    11,8     6,2     1,3
 532     0,1     3,3     8,9    13,8    14,8    11,6     6,0     1,3
 533     0,2     3,4     9,1    13,8    14,8    11,5     5,9     1,2
 534     0,2     3,5     9,2    13,9    14,8    11,4     5,8     1,1
 535     0,2     3,6     9,4    14,0    14,7    11,3     5,6     1,1
 536     0,2     3,8     9,5    14,0    14,7    11,2     5,4     0,9
 537     0,3     3,9     9,6    14,1    14,7    11,1     5,3     0,8
 538     0,4     4,1     9,8    14,1    14,6    10,9     5,2     0,8
 539     0,4     4,2     9,9    14,2    14,6    10,8     5,1     0,7
 540     0,4     4,3    10,1    14,4    14,6    10,6     4,9     0,7
 541     0,5     4,5    10,2    14,4    14,5    10,5     4,7     0,6
 542     0,5     4,6    10,4    14,5    14,5    10,4     4,6     0,6
 543     0,6     4,7    10,5    14,5    14,4    10,2     4,5     0,5
 544     0,6     4,9    10,6    14,5    14,4    10,1     4,4     0,5
 545     0,7     5,0    10,8    14,6    14,2    10,0     4,2     0,4
 546     0,8     5,2    10,9    14,6    14,2     9,8     4,1     0,4
 547     0,9     5,3    11,0    14,7    14,1     9,6     4,0     0,2
 548     0,9     5,4    11,1    14,7    14,0     9,5     3,8     0,2
 549     1,0     5,6    11,3    14,7    14,0     9,4     3,6     0,2
 550     1,1     5,7    11,4    14,8    13,9     9,3     3,5     0,1
 551     1,2     5,9    11,5    14,8    13,9     9,1     3,4     0,1
 552     1,2     6,0    11,6    14,8    13,8     8,9     3,3     0,1
 553     1,3     6,2    11,8    14,8    13,6     8,8     3,2     0,1
 554     1,4     6,3    11,9    14,9    13,5     8,7     3,1     0,0
 555     1,5     6,4    12,0    14,9    13,5     8,5     2,9     0,0
 556     1,6     6,6    12,1    14,9    13,4     8,4     2,8     0,0
 557     1,6     6,7    12,2    14,9    13,3     8,2     2,7     0,0
 558     1,8     6,9    12,4    14,9    13,2     8,1     2,6     0,0
 559     1,9     7,0    12,5    14,9    13,1     7,9     2,5     0,0
 560     1,9     7,2    12,6    14,9    13,1     7,8     2,4     0,0
 561     2,1     7,3    12,7    14,9    12,9     7,6     2,2     0,0
 562     2,2     7,5    12,8    14,9    12,8     7,5     2,1     0,0
 563     2,3     7,6    12,9    14,9    12,7     7,3     2,1     0,0
 564     2,4     7,8    13,0    14,9    12,6     7,2     2,0     0,0
 565     2,5     7,9    13,1    14,9    12,5     7,1     1,9     0,0
 566     2,6     8,1    13,2    14,9    12,4     6,9     1,8     0,0
 567     2,7     8,2    13,3    14,9    12,2     6,7     1,6     0,0
 568     2,8     8,4    13,4    14,9    12,1     6,6     1,5     0,0
 569     2,9     8,5    13,5    14,9    12,0     6,5     1,5     0,0
 570     3,1     8,6    13,5    14,9    11,9     6,4     1,4     0,0
 571     3,2     8,8    13,6    14,9    11,8     6,1     1,3     0,1
 572     3,3     8,9    13,7    14,8    11,6     6,0     1,2     0,1
 573     3,4     9,1    13,8    14,8    11,5     5,9     1,2     0,1
 574     3,5     9,2    13,9    14,8    11,4     5,8     1,1     0,1
 575     3,7     9,4    13,9    14,7    11,3     5,6     0,9     0,2
 576     3,8     9,5    14,1    14,7    11,2     5,4     0,9     0,2
 577     3,9     9,6    14,1    14,7    11,1     5,3     0,8     0,2
 578     4,1     9,8    14,2    14,6    10,9     5,2     0,8     0,4
 579     4,2     9,9    14,2    14,6    10,8     5,1     0,7     0,4
 580     4,4    10,1    14,3    14,6    10,6     4,9     0,7     0,5
 581     4,5    10,2    14,4    14,5    10,5     4,7     0,6     0,5
 582     4,6    10,4    14,4    14,5    10,4     4,6     0,6     0,5
 583     4,8    10,5    14,5    14,4    10,2     4,5     0,5     0,6
 584     4,9    10,6    14,5    14,4    10,1     4,4     0,5     0,6
 585     5,0    10,8    14,6    14,2    10,0     4,2     0,4     0,7
 586     5,2    10,9    14,6    14,2     9,8     4,1     0,4     0,8
 587     5,3    11,0    14,6    14,1     9,6     4,0     0,2     0,8
 588     5,4    11,1    14,7    14,0     9,5     3,8     0,2     0,9
 589     5,6    11,3    14,8    14,0     9,4     3,6     0,2     0,9
 590     5,7    11,4    14,8    13,9     9,3     3,5     0,1     1,1
 591     5,9    11,5    14,8    13,8     9,1     3,4     0,1     1,2
 592     6,0    11,6    14,8    13,8     8,9     3,3     0,1     1,2
 593     6,2    11,8    14,9    13,6     8,8     3,2     0,1     1,3
 594     6,3    11,9    14,9    13,5     8,7     3,1     0,0     1,4
 595     6,5    12,0    14,9    13,5     8,5     2,9     0,0     1,5
 596     6,6    12,1    14,9    13,4     8,4     2,8     0,0     1,5
 597     6,8    12,2    14,9    13,3     8,2     2,7     0,0     1,6
 598     6,9    12,4    15,0    13,2     8,1     2,6     0,0     1,8
 599     7,1    12,5    15,0    13,1     7,9     2,5     0,0     1,9
 600     7,2    12,6    15,0    13,1     7,8     2,4     0,0     2,0
 601     7,4    12,7    15,0    12,9     7,6     2,2     0,0     2,0
 602     7,5    12,8    15,0    12,8     7,5     2,1     0,0     2,1
 603     7,6    12,9    15,0    12,7     7,3     2,1     0,0     2,2
 604     7,8    13,0    15,0    12,6     7,2     2,0     0,0     2,4
 605     7,9    13,1    15,0    12,5     7,1     1,9     0,0     2,5
 606     8,1    13,2    15,0    12,4     6,9     1,8     0,0     2,6
 607     8,2    13,3    14,9    12,2     6,7     1,6     0,0     2,7
 608     8,4    13,4    14,9    12,1     6,6     1,5     0,0     2,8
 609     8,5    13,5    14,9    12,0     6,5     1,5     0,0     2,9
 610     8,6    13,5    14,9    11,9     6,4     1,4     0,0     3,1
 611     8,8    13,6    14,9    11,8     6,1     1,3     0,1     3,2
 612     8,9    13,7    14,9    11,6     6,0     1,2     0,1     3,3
 613     9,1    13,8    14,8    11,5     5,9     1,2     0,1     3,4
 614     9,2    13,9    14,8    11,4     5,8     1,1     0,1     3,5
 615     9,4    13,9    14,8    11,3     5,5     0,9     0,2     3,6
 616     9,5    14,1    14,7    11,2     5,4     0,9     0,2     3,8
 617     9,6    14,1    14,7    11,1     5,3     0,8     0,2     3,9
 618     9,8    14,2    14,6    10,9     5,2     0,8     0,4     4,1
 619     9,9    14,2    14,6    10,8     5,1     0,7     0,4     4,2
 620    10,1    14,3    14,5    10,6     4,8     0,7     0,5     4,4
 621    10,2    14,4    14,5    10,5     4,7     0,6     0,5     4,5
 622    10,4    14,4    14,4    10,4     4,6     0,6     0,6     4,6
 623    10,5    14,5    14,4    10,2     4,5     0,5     0,6     4,7
 624    10,6    14,5    14,3    10,1     4,4     0,5     0,7     4,8
 625    10,8    14,6    14,2    10,0     4,2     0,4     0,7     5,1
 626    10,9    14,6    14,2     9,8     4,1     0,4     0,8     5,2
 627    11,0    14,6    14,1     9,6     3,9     0,2     0,8     5,3
 628    11,2    14,7    14,1     9,5     3,8     0,2     0,9     5,4
 629    11,3    14,8    13,9     9,4     3,6     0,2     0,9     5,5
 630    11,4    14,8    13,9     9,3     3,5     0,1     1,1     5,8
 631    11,5    14,8    13,8     9,1     3,4     0,1     1,2     5,9
 632    11,6    14,9    13,7     8,9     3,3     0,1     1,2     6,0
 633    11,8    14,9    13,6     8,8     3,2     0,1     1,3     6,1
 634    11,9    14,9    13,6     8,7     3,1     0,0     1,4     6,4
 635    12,0    14,9    13,5     8,5     2,9     0,0     1,5     6,5
 636    12,1    14,9    13,4     8,4     2,8     0,0     1,5     6,6
 637    12,2    14,9    13,3     8,2     2,7     0,0     1,6     6,7
 638    12,4    15,0    13,2     8,1     2,6     0,0     1,8     6,9
 639    12,5    15,0    13,1     7,9     2,5     0,0     1,9     7,1
 640    12,6    15,0    13,0     7,8     2,4     0,0     2,0     7,2
